pc_learn;learning_outcome;cat_1;cat_2
3;Neuekonzeption Projekt;Wissenserweiterung;
4;neuen Bildungsplan umsetzen;Nichts;
3;Neuen Lehrplan unterrichtet;Nichts;
3;neuen Stoff;Wissenserweiterung;
2;Neuen Stoff strukturiert;Nichts;
4;Neuen Stoff vorbereitet, eingelesen;Nichts;
5;Neuen Unterrichtsstoff vorbereitet;Nichts;
5;Neuer Bildungsplan Deutsch Berufl Gymn;Wissenserweiterung;
5;Neuer Bildungsplan Deutsch Berufl Gymnasium;Wissenserweiterung;
2;neuer Einstieg zum Thema;Nichts;
7;Neuer fachlicher Wissenserwerb, der auch mir gut tat.;Wissenserweiterung;
1;Neuer Hinweis auf Material;Wissenserweiterung;
1;neuer Lehrplan;Wissenserweiterung;
2;neuer Lehrplan - Unterricht vorbereiten;Wissenserweiterung;
4;neuer Lehrplan in einem meiner Fächer ist nun klarer geworden;Wissenserweiterung;
6;Neuer Lehrplan mit mir bislang unbekannten Themen, die ich mir erarbeiten muss;Wissenserweiterung;
3;Neuer Schüler im Kurs: Integration;Nichts;
2;neuer Stoff;Wissenserweiterung;
2;"neuer Stoff
";Wissenserweiterung;
5;Neuer Unterricht vorbereitet;Nichts;
0;Neuer Unterrichtsinhalt;Wissenserweiterung;
1;Neuer Unterrichtsinhalt, Austausch mit Schülern bzgl. medienkompetenz;Wissenserweiterung;
3;Neuer Unterrichtsstoff;Wissenserweiterung;
2;Neuer Wissenserwerb;Wissenserweiterung;
3;Neuer Wortschatz;Wissenserweiterung;
3;neuere Ansätze Hörverständnis;Wissenserweiterung;
3;Neuerung Formularangaben;Wissenserweiterung;
1;Neuerungen im Berufsbild Tischler;Wissenserweiterung;
5;Neues Abi Prüfungsformat;Wissenserweiterung;
2;Neues Abiformat;Wissenserweiterung;
1;neues Abitur ab 2024, Musterprüfungen;Nichts;
4;Neues Abiturformat;Wissenserweiterung;
5;Neues Anwendung, mehr über andere Schularten;Wissenserweiterung;
1;Neues aus dem Organisationserlass;Wissenserweiterung;
1;Neues ausprobieren macht durchaus Spaß - wenn es funktioniert;Fähigkeit zur Selbstreflexion;
7;Neues Curriculum;Wissenserweiterung;
3;Neues erfahren;Wissenserweiterung;
4;Neues fachfremdes Gebiet (Gemeinschaftskunde 3. Jahr);Wissenserweiterung;
3;neues Fachvokabular;Wissenserweiterung;
3;Neues Fachwissen angeeignet, Material erstellt;Wissenserweiterung;
4;Neues Fachwissen erhalten;Wissenserweiterung;
4;neues Kennlernspiel ausprobiert;Nichts;
3;Neues Lernfeld, Unterrichtsmaterial erarbeitet;Nichts;
2;neues Material;Wissenserweiterung;
2;Neues Material erstellt;Nichts;
5;Neues Material gesichtet;Wissenserweiterung;
7;Neues Mikrocotrollerboard für Unterricht mit dem neuen Lehrplan;Nichts;
3;neues Programm bedient;Wissenserweiterung;
1;neues Projekt durchgeführt;Nichts;
1;Neues Prüfungsformat;Wissenserweiterung;
3;"neues Prüfungskonzept
";Wissenserweiterung;
6;neues schuelerwlan tut doch nicht;Nichts;
2;Neues Simulationsprogramm getestet, um Unterrichtsstoff zu erarbeiten;Lernen neuer Arbeitsmethoden;
3;neues Thema;Wissenserweiterung;
4;Neues Thema eingearbeitet;Nichts;
3;Neues Thema erarbeitet;Nichts;
1;Neues Thema geordnet;Nichts;
0;Neues Thema unterrichtet;Nichts;
5;Neues Thema unterrichtet, zum ersten Mal;Nichts;
3;Neues Thema vorbereitet;Nichts;
2;neues Themengebiet - Reaktionen der SuS;Nichts;
5;Neues Themengebiet vorbereiten für Unterricht;Nichts;
2;Neues über Schülerinnen gelernt.;Wissenserweiterung;
2;neues unbekanntes Prüfungsformat;Wissenserweiterung;
5;Neues Unterrichtsfach mit spannenden neuenAspekten und der Verknüpfung natur- und geisteswissenschaftlicher Inhalte;Wissenserweiterung;
5;Neues Unterrichtsmaterial bzw. Thematik;Wissenserweiterung;
4;neues Wissen;Wissenserweiterung;
4;neues Wissen über Paris;Wissenserweiterung;
3;Neues zu angeblich alten Themen gelernt.;Wissenserweiterung;
1;Neues zum KM-Projekt ZLV;Wissenserweiterung;
7;neueste Informationen rund um die Beruflichen Schulen;Wissenserweiterung;
2;Neuigkeiten über Schüler und Kollegen;Wissenserweiterung;
3;Neuigkeiten zur Personaleinsatzplanung für das nächste Schuljahr;Wissenserweiterung;
5;Neuigkeiten zur Schulträger scharf dem 21. ne 100, Bellevue, Moodle, MS 365;Wissenserweiterung;
2;Neukonzeption Grundriss Lernumgebung;Nichts;
2;Neukonzeption von Unterrichtsinhalten für Schüler mit anderen Vorkenntnissen;Nichts;
2;Neuordnung von Unterlagen für optimierten Unterricht;Gewissenhaftes, sorgfältiges Arbeiten;
3;Neuorganisation Übungsfirma;Nichts;
3;neus Konzept besprochen;Nichts;
4;Nextcloud als Intranet für KuK einrichten;Wissenserweiterung;
2;Nextcloud kennengelernt und eingesetzt;Wissenserweiterung;
1;nextcloud macht Mal wieder Probleme;Situationsdiagnostik;
0;Nextcloud Ordner kennengelernt;Wissenserweiterung;
4;nextcloud problme mit dateien analysieren;Situationsdiagnostik;
4;Nextcloudkenntnisse erworben;Wissenserweiterung;
2;nicht alle Kolleg:innen, die dasselbe Aufsatzformat unterrichten, unterrichten auch dieselben Inhalte;Situationsdiagnostik;
0;nicht alles auf den letzten Drücker zu erledigen;Gewissenhaftes, sorgfältiges Arbeiten;
3;nicht alles ernst nehmen, ruhig bleiben;Gelassenheit;
1;nicht alles zu pers. nehmen,loslassen;Fähigkeit zur Selbstreflexion;
1;nicht alles, was toll aussieht, ist auch toll;Situationsdiagnostik;
3;Nicht auf den letzten Drücker Klassenarbeit erstellen;Gewissenhaftes, sorgfältiges Arbeiten;
0;nicht auf Schuldrucker verlassen;Nichts;
1;Nicht eher wiederkommen, wenn die Vertretung schon organisiert war 😅;Nichts;
7;Nicht früher in die Schule kommen, sonst hat man gleich Arbeit am Hals;Nichts;
0;Nicht für alles Verantwortung übernehmen wollen;Fähigkeit zur Selbstreflexion;
4;Nicht hektisch werden;Gelassenheit;
2;nicht immer sofort reagieren;Emotionsregulation;
2;Nicht jeder Kollege ist ein Teamplayer.;Situationsdiagnostik;
0;Nicht mehr freiwillig Fortbildungen machen;Fähigkeit zur Selbstreflexion;
0;nicht mehr vor der 1. Stunde kopieren;Nichts;
3;Nicht nur das Tabellenbuch sondern auch mit Fachkunde abgeglichen;Gewissenhaftes, sorgfältiges Arbeiten;
0;Nicht ohne Thema in ein Gespräch gehen, bessere Vorbereitung;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;Situationsdiagnostik
2;nicht so viel recherchieren;Situationsdiagnostik;
6;Nicht sofort Antworten sondern krz innehalten;Gelassenheit;
0;nicht stressig, aber zusätzlich zu einem langen Tag, anstrengend;Emotionale Erschöpfung;
2;Nicht zu anspruchsvolle Texte auswählen;Situationsdiagnostik;
2;"Nicht zu sehr auf Diskussion über Noten einlassen
";Emotionsregulation;
5;Nicht zu viel von Schülern erwarten, dann wird man nicht enttäuscht;Situationsdiagnostik;
1;nicht zuviel auf einmal;Fähigkeit zur Selbstreflexion;
3;Nicht-Muttersprachler stärker unterstützen, besser vorbereiten.;Situationsdiagnostik;
1;"Nichts unversucht lassen, um einen Referenten / eine Referentin zu gewinnen, auch wenn es kurzfristig ist.
Ein gutes bzw. breit aufgestelltes Netzwerk haben ist von Vorteil.";Positive Einstellung zur Teamarbeit;
2;Nichts wird so heiß gegessen, wie es gekocht wird.;Nichts;
0;nichts, habe Unterlagen ausgedruckt und kopiert;Nichts;
0;nie wieder Seminarkurs;Nichts;
3;Niemals unvorbereitet in den Unterricht gehen;Situationsdiagnostik;
1;Niveau der Schüler durch Corona stark gesunken;Situationsdiagnostik;
1;Niveau hat sich verändert;Situationsdiagnostik;
2;niveaudifferenzierte Aufgabenstellung;Festigung von Kernkompetenzen;
1;Nix;Nichts;
2;Noch besser auf Körpersprache und Schüleräusserungen achten;Situationsdiagnostik;
1;Noch bessere Planung, auch schon oft unterrichtete Themen vorher gedanklich auf Vollständigkeit durchdenken;Situationsdiagnostik;
0;Noch Fragen zum Projekt offen, muss Klasse nochmal informieren;Situationsdiagnostik;
1;noch genauer auf Rechnungsdatum schauen;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
1;Noch mehr auf Abgabefristen achten;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
3;noch mehr Informatik Inhalte;Nichts;
1;noch mehr Motivation fördern nach den Ferien;Situationsdiagnostik;
2;noch nie hatten Schüler an dieser Stelle des Unterrichts Probleme;Situationsdiagnostik;
4;nonformales, kompetenzorientiertes, eigengesteuertes lernen;Festigung von Kernkompetenzen;
0;Normale Unterrichtsvorbereitung;Nichts;
0;Normaler Unterricht;Nichts;
3;Normaler Unterrichtstag;Nichts;
1;normaler Unterrichtstag, man lernt ja immer etwas dazu;Nichts;
1;Noten berechnen und eintragen;Nichts;
2;Noten sind extrem subjektiv;Situationsdiagnostik;
1;Notenberechnung und Unterrichtsvorbereitung;Nichts;
3;Notenbesprechung mit KuK;Nichts;
5;Notenbesprechungen;Nichts;
0;Noteneingabe;Nichts;
0;Noteneintragung, Formular passte nicht für alle Schüler, daher noch E-Mails geschrieben.;Nichts;
1;Notenerfassung für die Abschlussprüfung neu organisieren;Nichts;
0;Notenkonferenz TG 13;Nichts;
1;Notenzusammenstellung, mündliche Verbesserungsaufgaben geplant;Nichts;
1;Notfall Plan, Ruhe bewahren;Gelassenheit;
0;notwendig, da Vertretung ansteht;Nichts;
3;Nuancierung und Optimierung der Prüfungsaufgaben;Nichts;
0;Nur kopiert und Unterlagen nochmal durchgelesen;Nichts;
0;Nur orga;Nichts;
0;Nur Planung;Nichts;
0;Nur Vorbereitungen getroffen, S kamen heute zum ersten Mal seit Januar wieder an die Schule;Nichts;
2;Nur wenige Schüler anwesend. Das war im praktischen Unterricht angenehm;Nichts;
3;Nutzung einer Technik;Wissenserweiterung;
6;Nutzung neuer digitaler Lehrerpulte;Wissenserweiterung;
2;Nutzung verschiedener Medien (Internet, Schulbuch, Fachbuch) zur Erstellung von eigenem Material, das alles enthält, aber dem Niveau der Schulart angepasst ist;Wissenserweiterung;
5;Nutzung von OER;Wissenserweiterung;
5;Nutzung von Simulation in der Ausbildung;Wissenserweiterung;
0;ob;Vermutliche Falscheingabe;
1;Ob die eigene Einschätzung der Schüler mit der des Kollegen übereinstimmt.;Situationsdiagnostik;
2;Oberstufenberatung;Nichts;
1;Obwohl der Test bekannt war, haben das viele vergessen. Sie müssen es aufschreiben.;Situationsdiagnostik;
1;Obwohl man einer Lehrkraft mittels Einzelfallentscheidung einen Korrekturtag zugestehen würde, muss man sehr genau überlegen, ob man das macht oder nicht, weil daraus sofort ein Präzedenzfall für andere KuK auch in anderen Schularten entsteht.;Situationsdiagnostik;
4;Offene Aufgabenstellung und kurzfristige Reaktion auf Schüler:innen-Antworten;Nichts;
2;Offene Fragen und Musterlösung erarbeitet;Nichts;
0;Offene Lernzeit kommt man immer mit den Schülern ins Gespräch;Nichts;
5;Öffentlichkeitsarbeit, Außendarstellung;Nichts;
0;Office-Programme werden nicht besser, sie werden anstrengender.;Jobunzufriedenheit/Frustration ;
2;Öffnung der Prüfungen, Auswahl der Mathe-Prüfungen, Vorbereitungen für Prüfungsaufsichten, Information an Schüler zu Prüfungsergänzungen;Nichts;
3;Ohne nennenswerte Pausen, wieder mal zu wenig getrunken, von einer Baustelle zur nächsten;Nichts;
0;Ohne pause arbeiten ist nicht sinnvoll;Pausenbewusstsein und Ressourcenschonung ;
0;Ohne ruhigen und mit ausreichend Platz ausgestatteten Arbeitsplatz bzw Arbeitsraum ist Unterrichtsvorbereitung etc nur bedingt und mit vielen Unterbrechungen möglich.;Situationsdiagnostik;
1;Ohne Störung reicht eine halbe Stunde Vorbereitung für eine Unterrichtsdoppelstunde.;Situationsdiagnostik;
3;Ohnmacht im komplexen System;Nichts;
0;online Fortbildung sind eine gute Ergänzung;Situationsdiagnostik;
0;Online Tagebuch konsequent führen;Gewissenhaftes, sorgfältiges Arbeiten;
3;Online Unterricht vorbereitet, geplant und ein Arbeitsblatt erstellt;Nichts;
3;online Zugriff auf Arbeitsmaterial erleichtert die Vorbereitung;Situationsdiagnostik;
4;online-Zugriff auf Prüfungsmaterialien war sehr hilfreich für die Vorbereitung;Situationsdiagnostik;
1;ÖPR Austausch - Personalversammlung vorbereiten;Nichts;
1;optimieren, weniger ist mehr;Situationsdiagnostik;
2;Optimierung -> fachdidaktisch;Festigung von Kernkompetenzen;
3;Optimierung durch souveräne Vorplanung;Gewissenhaftes, sorgfältiges Arbeiten;
1;Optimierung von Versuchsanleitungen für andere Klassengröße und anderes praktisches Vorwissen;Sonstiges;
3;Optimierungen durch vorheriges Unterrichten, Aktualitätsbezüge sind machbar;Situationsdiagnostik;
0;Orden ist das halbe leben;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
3;ordentliche Personalversammlung;Nichts;
1;Ordnen Von Unterlagen und Aufräumen des Arbeitsplatzes;Gewissenhaftes, sorgfältiges Arbeiten;
1;Ordnung halten braucht auch Zeit;Situationsdiagnostik;
1;Ordnung hilft;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
2;"Ordnung hilft ;)";Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
4;Ordnung in den Unterlagen ist von Vorteil sowie Dinge möglichst zügig zu erledigen;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
2;Ordnung ist das halbe Leben. Nicht zu viel aufheben, da alles auch digital vorhanden ist.;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
0;Ordnung ist wichtig;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
0;Ordnung ist wichtig...;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
0;Ordnung muss sein;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
0;Orga der morgigen LFB: Ticket buchen, Material herunterladen, Ablauf checken;Nichts;
5;Orga ist wichtig;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
5;Organisation;Nichts;
7;Organisation / Alltag im produzierenden Gewerbe;Nichts;
5;Organisation Arbeitsschutz an Schulen;Nichts;
3;Organisation Bücherverwaltung;Nichts;
0;Organisation der AVdual-Abschlussprüfungen und sortieren der Schüler nach Abschlussmöglichkeiten;Nichts;
5;Organisation des ersten Schultages;Nichts;
1;Organisation einer eigenen Klasse;Nichts;
4;Organisation einer Personalversammlung;Nichts;
1;Organisation einer Studienfahrt;Nichts;
3;Organisation eines SMV Projektes;Nichts;
5;Organisation Erstellung Zeugnisse;Nichts;
2;Organisation Info-Veranstaltung;Nichts;
0;Organisation ist alles;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
2;Organisation ist die halbe Miete;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
5;Organisation ist wichtig;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
0;Organisation ist zeitaufwendig;Situationsdiagnostik;
3;Organisation Klassenfahrt;Nichts;
6;Organisation kommendes Schuljahr;Nichts;
2;Organisation mündliche Prüfung;Nichts;
0;Organisation Nachschreiber;Nichts;
3;Organisation Personalversammlung;Nichts;
3;Organisation Privatschulbesuch;Nichts;
3;Organisation Projekt zur Berufserkundung;Nichts;
6;Organisation Schuljahres Abschluss Kollegium als ÖPR;Nichts;
5;Organisation SJ-Abschluss;Nichts;
4;Organisation Studienfahrt;Nichts;
3;Organisation Tagesausflug mit Schüler;Nichts;
5;Organisation und Absprache Studienfahrt;Nichts;
1;Organisation und Austausch über geplante Studienfahrt;Nichts;
2;Organisation und Jahresplanung im Team.;Nichts;
1;Organisation und Kommunikation effektiv gestalten;Festigung von Kernkompetenzen;
2;Organisation Unterricht;Nichts;
5;Organisation Verabschiedung Kollegeb;Nichts;
4;Organisation von Ausflügen;Nichts;
4;Organisation von Nachschreibern;Nichts;
3;Organisation von Projekten;Nichts;
4;Organisation von Studienfahrten (Angebotsanfragen);Nichts;
0;Organisation von zwei Köassenausflügen;Nichts;
2;Organisation wines Seminars;Nichts;
2;Organisation, Absprachen usw.;Nichts;
2;Organisation/Koordination diverser Behörden;Nichts;
5;Organisation/Struktur im Umgang mit Bürokratie im Kontext der Klassenleitung;Nichts;
5;Organisationale;Nichts;
1;Organisationsabläufe optimieren, Zeitersparnis.;Nichts;
6;"Organisationsstruktur, Prozesse
";Wissenserweiterung;
2;Organisatonsstrategien;Festigung von Kernkompetenzen;
1;Organisatorische;Nichts;
3;Organisatorische Alage verbessern;Gewissenhaftes, sorgfältiges Arbeiten;
7;Organisatorische Infos;Wissenserweiterung;
3;Organisatorische Inputs;Wissenserweiterung;
1;Organisatorische Neuerungen;Wissenserweiterung;
0;Organisatorisches;Nichts;
2;Organisatorisches für Exkursion;Nichts;
1;Organisatorisches zum Ende des Schuljahres;Nichts;
6;Organisieren von Fortbildungen;Nichts;
3;Organisierter Dokumentenverwaltung;Gewissenhaftes, sorgfältiges Arbeiten;
2;Organosatorische, Unterrichteform;Nichts;
3;Orgsnisatorisches;Nichts;
0;P;Vermutliche Falscheingabe;
2;paar bekannte Namen in der neuen Lerngruppe entdeckt;Nichts;
3;Pädagogik, Schulorganisation;Nichts;
6;Pädagogische Konzepte, Kennenlernen der Schüler;Wissenserweiterung;
0;Pädagogisch-erzieherische Maßnahme vorbereiten und Augsicht einweisen, Schülergespräch führen;Nichts;
2;Papier ist geduldig.;Nichts;
0;Papierstau, mehrmals. Vielleicht sollte ich alles zuhause ausdrucken?;Nichts;
2;Parall Klassen betreut wegen Krankheit von Kollegen, sehr spontan und kurzfristig;Nichts;
0;Parallel zum eigenen Unterricht;Nichts;
0;Parallel zum Unterricht eine Klasse betreut;Nichts;
1;Parallelvertretung in zweiter Klasse, anderes Stockwerk;Nichts;
3;"Passende Einstiege ins Thema
 Datenbanken";Nichts;
0;Pause;Nichts;
0;Pause für schüler zur besprechung der Abithemen verwendet;Nichts;
5;Pause ist schön;Pausenbewusstsein und Ressourcenschonung ;
0;Pause ist wie immer zu kurz / kaum vorhanden;Nichts;
0;Pause ist zu kurz für Essen und Trinken und Maskenpause;Nichts;
2;Pause ist zu kurz, um kurz etwas zu trinken und sich auf den neuen Unterricht einzustellen.;Nichts;
1;Pause ohne Erholung, nur Diskussion mit Kollegen über schulische Belange;Nichts;
0;Pause und Gebäudewechsel;Nichts;
0;Pause von 10 Minuten ist einfach zu kurz;Nichts;
0;Pause von den Abiturkorrekturen ist bitter notwendig!;Pausenbewusstsein und Ressourcenschonung ;
0;Pause war notwendig;Pausenbewusstsein und Ressourcenschonung ;
0;Pause zur Erholung von Arbeiten am Bildschirm war notwendig;Pausenbewusstsein und Ressourcenschonung ;
0;Pause, also keine;Nichts;
1;Pausen fallen leider immer aus.;Nichts;
1;Pausen gibt es keine;Nichts;
7;Pausen interessieren bei Lehrern nicht, im Lehrerzimmer wird man automatisch angesprochen während des Essens, Schüler klopfen;Nichts;
2;Pausen sind ernster zu nehmen;Pausenbewusstsein und Ressourcenschonung ;
1;Pausen sind meistens nicht frei bei Lehrern;Pausenbewusstsein und Ressourcenschonung ;
0;Pausen sind wichtig;Pausenbewusstsein und Ressourcenschonung ;
3;Pausen sind wichtig für einen Austausch unter Kollegen;Pausenbewusstsein und Ressourcenschonung ;
0;Pausen sind wichtig und dringend notwendig;Pausenbewusstsein und Ressourcenschonung ;
3;Pausen sind wichtig, klare kommunikation;Pausenbewusstsein und Ressourcenschonung ;
5;Pausen tun gut;Pausenbewusstsein und Ressourcenschonung ;
1;Pausen wären wichtig, gab es aber nicht;Pausenbewusstsein und Ressourcenschonung ;
0;Pausen werden nicht als solche empfunden, weil dann doch immer wieder ein Kollege / Schüler vorbei kommt und irgendetwas von einem will. Man hat keinen „Rückzugsort“;Nichts;
3;Pausenaufsicht;Nichts;
0;Pausenaufsicht ist keine wirkliche Pause;Nichts;
